Accession	Gene	Description	Control_1	Control_2	Control_3	Hypoxia_1	Hypoxia_2	Hypoxia_3	Log2FC	Pvalue
P12277	KCRB	Creatine kinase B-type OS=Homo sapiens GN=CKB PE=1 SV=1 - [KCRB_HUMAN]	0.996244836447146	0.978616233810189	1.00400128762798	1.18996883149862	1.39212564893905	1.30970891709811	0.38277031264957	0.0257258813799555
P05387	RLA2	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1 - [RLA2_HUMAN]	1.00443208957279	0.998331129242018	0.986613715382843	0.910930863102124	0.881657618619032	0.865325074123409	-0.169836531731828	0.00943581475905331
Q92900	RENT1	Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2 - [RENT1_HUMAN]	1.0042346770187	1.01244961654778	1.00849196979317	1.03737901158206	1.00376497236712	1.01209742556612	0.013188868450705	0.455179411885107
P09972	ALDOC	Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2 - [ALDOC_HUMAN]	1.02016892303948	0.967127600529523	1.03746262709254	1.28546032304831	1.43558748249928	1.34073522745036	0.42443503630486	0.00278591467149227
O15020	SPTN2	Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens GN=SPTBN2 PE=1 SV=3 - [SPTN2_HUMAN]	1.0061442603096	1.00314820031449	1.0145174285803	1.16576499458717	1.14287416832324	1.19820716786789	0.213551781546158	0.00599130199775218
O00410	IPO5	Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4 - [IPO5_HUMAN]	0.988117720654147	1.0287920416555	0.975612916471634	0.861087074081742	0.842595857179587	0.837467966642106	-0.235612435981535	0.00274528395447542
O75534	CSDE1	Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1 PE=1 SV=2 - [CSDE1_HUMAN]	0.995437716867475	1.00625502824056	0.992314574595308	0.966953163011317	0.933013962346132	0.942419881598156	-0.0751126751421943	0.0266025320177503
P05388	RLA0	60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1 - [RLA0_HUMAN]	1.00990862211679	1.00717176232439	0.989686339128074	0.934823599914349	0.900738083224209	0.889819246284039	-0.142015979251239	0.011839797079789
Q92973	TNPO1	Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2 - [TNPO1_HUMAN]	0.993046326973101	1.00053322925816	1.03277787034205	0.837198051910719	0.855613316318347	0.83294891078688	-0.26075346242902	0.00048398761052273
Q05639	EF1A2	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1 - [EF1A2_HUMAN]	0.999081559921995	0.99939779170366	1.005988614115	0.813562079894712	0.84154237175127	0.786291974609476	-0.299950026487093	0.00812522515130214
P05198	IF2A	Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3 - [IF2A_HUMAN]	0.984289979595825	0.985413935359016	1.0333611237325	0.959166584330584	0.963183636187519	0.933039453621767	-0.0725185076196921	0.0678414080939876
Q02809	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2 - [PLOD1_HUMAN]	1.02995433401118	1.01196439522661	0.969765181805793	1.37757443804845	1.29518480668882	1.31137177537047	0.403639576107359	0.00042661483900401
P12081	SYHC	Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=HARS PE=1 SV=2 - [SYHC_HUMAN]	1.01096826844879	1.01042637540032	0.97330439110203	1.0121514719185	0.990898498238907	0.973228067716655	-0.00886021864447934	0.735220012097454
P08237	PFKAM	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2 - [PFKAM_HUMAN]	1.00401643788533	0.995290463691271	1.00557711501656	1.38267110971398	1.37771718176475	1.34669589911445	0.450721920791252	0.00015232524899893
Q14126	DSG2	Desmoglein-2 OS=Homo sapiens GN=DSG2 PE=1 SV=2 - [DSG2_HUMAN]	1.00116646175969	1.01276689135269	0.992239540515739	1.08273431413285	1.041129271165	1.03588129486805	0.0716476008701902	0.0544340645169444
P01891	1A68	HLA class I histocompatibility antigen, A-68 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=4 - [1A68_HUMAN]	0.98437170649262	0.974441492648824	1.0564086322662	1.18772925730498	1.23799695193665	1.11537082633901	0.231548884165186	0.0163406079676731
P30050	RL12	60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1 - [RL12_HUMAN]	1.05549067536147	0.971183816759547	0.996424916673634	1.00721356918129	0.888249504830999	0.917695667119706	-0.105022971180382	0.192247297765896
P06744	G6PI	Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4 - [G6PI_HUMAN]	1.01936978078426	1.0056700380675	0.988369796091599	1.05465731275966	1.03629098200621	0.993409382565694	0.0332354624104415	0.33155567627157
P33992	MCM5	DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5 - [MCM5_HUMAN]	0.985129833400172	1.02658874363531	1.0192868705529	0.71096399413577	0.701203950356468	0.757604934337988	-0.48284406868711	0.00103576529095076
P35232	PHB	Prohibitin OS=Homo sapiens GN=PHB PE=1 SV=1 - [PHB_HUMAN]	1.07236338379654	0.976968215631588	0.952249487863225	1.11106332250455	1.1929554341582	1.13835243763544	0.198946524250806	0.0413206867798261
O43390	HNRPR	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1 - [HNRPR_HUMAN]	1.02948221410075	0.987809195363406	0.986602634889718	0.999489582478852	0.96996626216671	0.992230268929801	-0.0202491575903108	0.453960648128513
P62701	RS4X	40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2 - [RS4X_HUMAN]	1.04389473673037	0.998146994246604	0.973187967312305	0.89117157165149	0.89368644758018	0.919596119908929	-0.156467591844995	0.0190204063508749
Q8NC51	PAIRB	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2 - [PAIRB_HUMAN]	1.0395254006914	0.984532344787432	0.980450171097332	1.03279703458236	0.875971725708807	0.93165899281222	-0.0838549546626893	0.353135625190228
P16403	H12	Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2 - [H12_HUMAN]	1.32452496717169	0.762440588267679	0.943370631297612	0.83182495721878	0.882986288099166	0.735552565411443	-0.27278443112291	0.362456714489341
Q86V81	THOC4	THO complex subunit 4 OS=Homo sapiens GN=ALYREF PE=1 SV=3 - [THOC4_HUMAN]	1.02389567052751	0.972531581584234	1.0301817697373	0.90619178465891	0.872563939696724	0.83628474419445	-0.211165805188835	0.00884857232353316
P33176	KINH	Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1 - [KINH_HUMAN]	1.00622895026826	0.996197875355602	0.998695610501583	1.03750070258012	1.03070757429645	1.04635013874297	0.0535111045970129	0.00336617805766475
Q15393	SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4 - [SF3B3_HUMAN]	0.982627008088907	1.00701245866852	1.0131944840281	0.984915815988411	0.962162313623358	0.995241426676357	-0.0293884980457321	0.211323491795767
P52701	MSH6	DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2 - [MSH6_HUMAN]	0.981811476841972	1.01969397743321	1.00784219925434	1.02528797971272	0.963922794431795	0.974452733080338	-0.0224137167579144	0.528772045902559
P36542	ATPG	ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1 - [ATPG_HUMAN]	1.06168150631774	0.988614188448457	0.948282713806164	0.962696705035364	0.979580457339139	0.960656744462205	-0.0452458692462657	0.443024487362097
P08195	4F2	4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3 - [4F2_HUMAN]	0.975559265397167	0.989834352358871	1.06190467797211	0.70332449614394	0.697117228882973	0.68521517465538	-0.536616714582217	0.00278349038381556
Q9NTJ3	SMC4	Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2 - [SMC4_HUMAN]	0.996332247599307	1.00363085562902	0.990758401225761	0.852609069491826	0.865088747734901	0.801699080700884	-0.248174558366462	0.0159732037190333
Q13347	EIF3I	Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens GN=EIF3I PE=1 SV=1 - [EIF3I_HUMAN]	1.07780177835182	0.965834143130475	0.9442393596209	1.05102169086241	1.14948203575693	1.12896363092703	0.157537201849152	0.100302609720515
Q13423	NNTM	NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens GN=NNT PE=1 SV=3 - [NNTM_HUMAN]	0.919020482989785	1.05110101698962	1.01476336556206	1.08549700237251	1.10012137616466	1.17406735809098	0.17210667871615	0.077373012225934
P27824	CALX	Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2 - [CALX_HUMAN]	0.97854089341842	0.98492390773462	1.03481155374501	0.910657973671591	0.936472438010285	0.850907323966524	-0.152930908212641	0.0436407044007087
O14980	XPO1	Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1 - [XPO1_HUMAN]	0.963898497799008	1.02930307301551	1.02246208192846	0.900040063104003	0.900164663906323	0.860203819231067	-0.180531971088634	0.0104514146581503
Q9UKS6	PACN3	Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens GN=PACSIN3 PE=1 SV=2 - [PACN3_HUMAN]	1.01709288590045	1.02124145982271	0.93926128774347	1.13015058004359	1.1525035712899	1.13214489950189	0.19865697953134	0.0316143678786252
P09493	TPM1	Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=2 - [TPM1_HUMAN]	0.98787637947021	0.956439439754227	1.09054238891426	0.821089379497243	0.878241378551639	0.862822848123741	-0.242585639498948	0.0325817107769971
P55209	NP1L1	Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=1 SV=1 - [NP1L1_HUMAN]	1.03060315426948	1.00629802963838	0.948445249434874	0.895496296063259	0.895803853707378	0.881136121035754	-0.15891066457145	0.0412647197030679
P13804	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens GN=ETFA PE=1 SV=1 - [ETFA_HUMAN]	1.11511420181686	0.973091611811109	0.917223701593023	1.32044496922944	1.5112896525851	1.40020286743257	0.496418562787857	0.0109472418826702
P47897	SYQ	Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1 - [SYQ_HUMAN]	0.946038537275669	1.01650894452444	1.03762130683615	0.959646093763555	0.943127094156322	0.946234619666538	-0.0735018212158697	0.207320178763683
O95816	BAG2	BAG family molecular chaperone regulator 2 OS=Homo sapiens GN=BAG2 PE=1 SV=1 - [BAG2_HUMAN]	1.03292058792916	0.974039382303005	1.00262048993776	0.820688916084116	0.847548035951125	0.873743389199331	-0.243667006161543	0.00246059980429506
P12429	ANXA3	Annexin A3 OS=Homo sapiens GN=ANXA3 PE=1 SV=3 - [ANXA3_HUMAN]	1.0301321410818	0.99414021969579	0.985808974125798	0.822724821871634	0.834493312915278	0.8246541727435	-0.278138425871655	0.00240803354520898
Q15046	SYK	Lysine--tRNA ligase OS=Homo sapiens GN=KARS PE=1 SV=3 - [SYK_HUMAN]	1.01121780401435	1.00910696806148	0.980973273765974	1.03738757637227	1.00154007523146	1.01657480949956	0.0258109718571579	0.274364532034908
Q9NZM1	MYOF	Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1 - [MYOF_HUMAN]	0.999726102046858	1.01146506125149	0.996243500390996	0.949010631820822	0.936800481976229	0.91076202032308	-0.105055226154002	0.0169078281310893
P30492	1B54	HLA class I histocompatibility antigen, B-54 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1 - [1B54_HUMAN]								
P52907	CAZA1	F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3 - [CAZA1_HUMAN]	0.991809175715654	1.01183001421944	0.979713043159902	0.923026077053928	0.900976182156034	0.887556126699097	-0.137872708353545	0.00334090132197914
Q99613	EIF3C	Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1 - [EIF3C_HUMAN]	0.968217976328431	1.02797115416672	0.993072650983181	0.95473909623729	0.96186574881429	0.932526120903823	-0.06895760048048	0.0918084554624596
Q14103	HNRPD	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1 - [HNRPD_HUMAN]	1.04070844890705	0.961574323253241	0.988213523829804	1.02613424446727	1.04209499678885	1.02368941467448	0.0488511377509935	0.27935585332988
P62424	RL7A	60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2 - [RL7A_HUMAN]	1.01521419966842	1.0013655121588	0.999480145547005	0.920145151579198	0.844997884443069	0.851804726658476	-0.2058183327284	0.0309808070816605
P31943	HNRH1	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4 - [HNRH1_HUMAN]	1.07153472819208	0.982710256939812	0.919639854718248	0.970406369916522	1.1604977216081	1.11264983797192	0.123915575748928	0.288411401824949
P10412	H14	Histone H1.4 OS=Homo sapiens GN=HIST1H1E PE=1 SV=2 - [H14_HUMAN]	1.27517039473515	0.793374204927933	1.03136424673814	0.896247716714218	1.04528064655318	0.859033368749342	-0.124890503956377	0.607159897818197
P30493	1B55	HLA class I histocompatibility antigen, B-55 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1 - [1B55_HUMAN]								
Q9Y5B9	SP16H	FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1 - [SP16H_HUMAN]	0.996014328464479	0.997443765783548	1.01301313856342	1.06590049044075	1.0638464306919	1.03782908797328	0.0752442814641181	0.0106705707710499
P12268	IMDH2	Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens GN=IMPDH2 PE=1 SV=2 - [IMDH2_HUMAN]	1.04622380746931	0.981189769288153	0.995954671109068	1.10318941948667	1.1843206589904	1.2063185086017	0.208134520903747	0.0155777981790859
P51148	RAB5C	Ras-related protein Rab-5C OS=Homo sapiens GN=RAB5C PE=1 SV=2 - [RAB5C_HUMAN]	1.03399378236985	0.972272688870516	1.00871356803044	0.998479585094392	0.922083217980117	0.939588249850646	-0.0764342343772397	0.157437248644508
P40121	CAPG	Macrophage-capping protein OS=Homo sapiens GN=CAPG PE=1 SV=2 - [CAPG_HUMAN]	1.15140471912618	0.933501166267512	0.929810471335989	1.27363733173154	1.42620490735196	1.33218096517295	0.425266178774847	0.035790811627348
P38919	IF4A3	Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4 - [IF4A3_HUMAN]	0.999190916309703	0.987769982999892	1.01342913819286	0.986790944814671	0.990220381067698	0.951776040767065	-0.0349975136015424	0.190392435382758
P04040	CATA	Catalase OS=Homo sapiens GN=CAT PE=1 SV=3 - [CATA_HUMAN]	1.04492092784947	0.96716536596897	0.991123084411006	0.822306450619268	0.956792275285197	0.965460155693214	-0.133016691563761	0.211693934359148
P62820	RAB1A	Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3 - [RAB1A_HUMAN]	1.02808824263274	1.00945509525761	0.974310965078825	0.987870196563645	0.949246368391974	0.918393971755586	-0.0771873637162	0.117524238215932
P78347	GTF2I	General transcription factor II-I OS=Homo sapiens GN=GTF2I PE=1 SV=2 - [GTF2I_HUMAN]	1	1.00715248054699	0.993588314937	0.884335858617009	0.84498278365568	0.867280394462383	-0.208923894666641	0.00497289705286153
O75694	NU155	Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1 - [NU155_HUMAN]	0.993736081193817	0.997005016541405	1.01802370417268	0.983813727421824	0.99722093977186	1.03325231927711	0.00241876612952465	0.92529465257084
Q9BUJ2	HNRL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2 - [HNRL1_HUMAN]	0.987610205017291	1.01968410874325	0.981152292098609	0.954068435387517	1.02612109019028	1.02821199932619	0.00893949318059454	0.835797932456488
P10316	1A69	HLA class I histocompatibility antigen, A-69 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2 - [1A69_HUMAN]	0.983104564156921	0.994305222614243	1.03368814654361	1.28056024260952	1.32884434239396	1.2695892704146	0.365443538318062	0.00026391580708387
Q9Y678	COPG1	Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1 - [COPG1_HUMAN]	0.986815725333636	1.02398383228153	0.992400208765604	0.89182783645002	0.889374235912018	0.91302176879996	-0.156539558285483	0.00227256544146346
P61313	RL15	60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2 - [RL15_HUMAN]	0.960441610039337	1.02980089904288	1.02517086975226	0.914581740890195	0.875421419421839	0.878081927320038	-0.176112856333854	0.0150932025780982
P26373	RL13	60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4 - [RL13_HUMAN]	1.00296526848537	1.00178806968659	0.984159236984938	0.946744402275888	0.846383326226282	0.913948952288969	-0.144399052041768	0.0894489858054674
Q96AY3	FKB10	Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens GN=FKBP10 PE=1 SV=1 - [FKB10_HUMAN]	1.00110907341424	1.00729348573166	0.985106921110607	1.31777475381979	1.18537826767285	1.14962629903284	0.284726931398369	0.0382665074141775
P52272	HNRPM	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3 - [HNRPM_HUMAN]	1.03887800225834	0.977604445400617	0.983296207027001	0.979728149917647	1.09879024020006	1.08082722804804	0.0734861149067326	0.297448275374137
P27694	RFA1	Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2 - [RFA1_HUMAN]	0.968967714047974	1.02791128830398	0.995403005550072	1.11337265920554	1.08078534819219	1.05302619079308	0.117989663885319	0.0253618500632698
Q9NQR4	NIT2	Omega-amidase NIT2 OS=Homo sapiens GN=NIT2 PE=1 SV=1 - [NIT2_HUMAN]	0.998616060359678	1.02852680752818	0.958423782492183	1.22952567034098	1.22650469668446	1.20226764283974	0.293698562676663	0.00537331074296123
P48637	GSHB	Glutathione synthetase OS=Homo sapiens GN=GSS PE=1 SV=1 - [GSHB_HUMAN]	1.0141870944146	1.00288436535575	0.977142851644662	1.08111897625108	1.05029093729441	1.01952880753281	0.0733654575067715	0.0757625379183929
O75390	CISY	Citrate synthase, mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2 - [CISY_HUMAN]	1.00087917967207	1.02191623089175	0.981843366361712	1.19822251611799	1.16691106495302	1.1666492682037	0.233283933863566	0.00052752038914358
P04792	HSPB1	Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2 - [HSPB1_HUMAN]	1.04886245097404	0.994225553385254	0.94469751246143	0.864723664068959	0.826148622155347	0.868971477394206	-0.222076631590863	0.0197802351346565
Q16881	TRXR1	Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=3 - [TRXR1_HUMAN]	1.03541860429307	0.991515728576515	0.965376085149045	0.941673933146305	0.928283489001581	0.916242520424693	-0.102448806119772	0.0587235771309398
Q01105	SET	Protein SET OS=Homo sapiens GN=SET PE=1 SV=3 - [SET_HUMAN]	1.00131483804718	0.986645000469798	1.00245611566716	0.868494479131415	0.859130838280876	0.819119257217075	-0.232117992306083	0.00822901724496555
Q13177	PAK2	Serine/threonine-protein kinase PAK 2 OS=Homo sapiens GN=PAK2 PE=1 SV=3 - [PAK2_HUMAN]	1.0242712949434	1.01454052093379	0.942780287338836	1.09645042070087	1.0715791493343	1.04709078687509	0.109515884626326	0.0823807297315765
P22695	QCR2	Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3 - [QCR2_HUMAN]	0.997856021501955	1.00148177502265	0.995921905128613	1.08423434955999	1.14338333418065	1.1024135140536	0.152502333808665	0.0203858842285895
P41250	SYG	Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3 - [SYG_HUMAN]	0.989442736475041	1.00654038575629	1.00562781187474	0.773138266943019	0.74337182918731	0.73865343544743	-0.412755273769661	0.00077397393216723
O76003	GLRX3	Glutaredoxin-3 OS=Homo sapiens GN=GLRX3 PE=1 SV=2 - [GLRX3_HUMAN]	1.02353746969487	0.98908855496641	0.990444986452269	1.05122213840199	1.10162317421333	1.00804308864898	0.0731238067076905	0.176517179245447
Q9NVI7	ATD3A	ATPase family AAA domain-containing protein 3A OS=Homo sapiens GN=ATAD3A PE=1 SV=2 - [ATD3A_HUMAN]	0.976365517521476	1.00420156931183	1.02545598545185	1.00783355388193	1.03059118417595	1.01829864190474	0.0243608590703337	0.363817053445731
Q10567	AP1B1	AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1 PE=1 SV=2 - [AP1B1_HUMAN]	1.02111050903136	0.944391367256642	1.07036191095534	1.0414129308896	1.03686039195556	1.00032162705389	0.0218444547925083	0.726568273780835
Q9UHB9	SRP68	Signal recognition particle subunit SRP68 OS=Homo sapiens GN=SRP68 PE=1 SV=2 - [SRP68_HUMAN]	1.00153039187702	0.991875375767517	1.05473218795296	1.04826035121467	1.02588592782219	1.12680539456739	0.0699306928827758	0.23878303953481
Q9Y262	EIF3L	Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3L PE=1 SV=1 - [EIF3L_HUMAN]	0.973515806948516	1.01004454553685	0.999124950106093	1.00326916594002	0.964451521489964	0.951693205802854	-0.0311248086957489	0.33238131661207
O15523	DDX3Y	ATP-dependent RNA helicase DDX3Y OS=Homo sapiens GN=DDX3Y PE=1 SV=2 - [DDX3Y_HUMAN]	0.99162704758777	0.934712512186927	1.12194272933946	0.907741814163408	0.744875358935478	0.85882057878913	-0.280203214754645	0.0721041470110973
O00629	IMA3	Importin subunit alpha-3 OS=Homo sapiens GN=KPNA4 PE=1 SV=1 - [IMA3_HUMAN]	0.988740894400183	1.02852224752804	0.970308131812071	0.995075065100712	0.930658943806831	0.957413395550086	-0.0514455483620221	0.241611803470993
O95782	AP2A1	AP-2 complex subunit alpha-1 OS=Homo sapiens GN=AP2A1 PE=1 SV=3 - [AP2A1_HUMAN]	1.05342483654861	0.986480175461859	0.987260626507317	0.976360373726706	1.07758720130951	1.05523030105763	0.0379653091532762	0.520423174155055
Q8N163	CCAR2	Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=2 - [CCAR2_HUMAN]	0.987581885365743	1.01258824779092	1.00578714394825	1.03071711163343	1.04848015200272	1.03265098948018	0.0499852592669083	0.0234261249245206
P38117	ETFB	Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3 - [ETFB_HUMAN]	1.03263755671836	0.989451940986374	0.984260389542086	1.13618579471036	1.11773978156356	1.13739005128621	0.174120920512689	0.00865210199167079
P62826	RAN	GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=1 SV=3 - [RAN_HUMAN]	1.01824820022967	0.997039381133858	0.997347277528545	0.897855102090418	0.864698388221704	0.860102328968052	-0.200191946214337	0.00281201698602356
Q08945	SSRP1	FACT complex subunit SSRP1 OS=Homo sapiens GN=SSRP1 PE=1 SV=1 - [SSRP1_HUMAN]	0.992143149480979	1.02056184942662	0.980682010121392	1.08396682278569	1.02266718299045	0.995287858641804	0.0506673093811252	0.300434098723602
Q00341	VIGLN	Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2 - [VIGLN_HUMAN]	1.01569377421064	0.996139076733243	1.00608222326098	0.949173187808081	0.922754688679787	0.919412514758244	-0.112695424563821	0.00571232942171371
Q92621	NU205	Nuclear pore complex protein Nup205 OS=Homo sapiens GN=NUP205 PE=1 SV=3 - [NU205_HUMAN]	0.982924001057604	1.0145342061264	1.01193768500852	1.00208169002131	1.00014615963948	0.981575733950888	-0.0122357593468623	0.528057561657548
P28074	PSB5	Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3 - [PSB5_HUMAN]	0.977581627263815	1.00701619113718	0.999554957009158	1.05812483824743	0.935676233930295	0.917289915496923	-0.0385643017662437	0.61286459890586
P80723	BASP1	Brain acid soluble protein 1 OS=Homo sapiens GN=BASP1 PE=1 SV=2 - [BASP1_HUMAN]	0.998152179619742	0.989481520381741	0.995825619477951	0.860542638193314	0.804305962297911	0.789731695558073	-0.282490666050475	0.0165586049152043
P78344	IF4G2	Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens GN=EIF4G2 PE=1 SV=1 - [IF4G2_HUMAN]	1.00442558524858	1.01116867034015	1.00335169894935	1.00616266243582	0.970424472293256	1.00115821763318	-0.0200001205651056	0.344798582246444
P07737	PROF1	Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2 - [PROF1_HUMAN]	1.11617434719535	0.957871836409957	0.904200795401899	1.09759986988812	1.2111255001124	1.27339306119836	0.269398788301114	0.0789037115677637
P55735	SEC13	Protein SEC13 homolog OS=Homo sapiens GN=SEC13 PE=1 SV=3 - [SEC13_HUMAN]	0.995712038158141	0.983740349461538	0.997753422168283	0.981305100141903	0.941444374842498	0.961798766630902	-0.0457922606382922	0.104245645988193
P20073	ANXA7	Annexin A7 OS=Homo sapiens GN=ANXA7 PE=1 SV=3 - [ANXA7_HUMAN]	0.983498786636431	1.0245786906892	0.997744088309375	1.03321900410243	1.00391452774005	1.00809773432559	0.0188834475934913	0.435051875422204
P63167	DYL1	Dynein light chain 1, cytoplasmic OS=Homo sapiens GN=DYNLL1 PE=1 SV=1 - [DYL1_HUMAN]	1.09643216777654	1.00653754262598	0.860206101090813	0.89143648153174	0.911969707876083	0.870574905484985	-0.141223251783242	0.300920594159539
P17812	PYRG1	CTP synthase 1 OS=Homo sapiens GN=CTPS1 PE=1 SV=2 - [PYRG1_HUMAN]	0.990742086110592	0.990686438332455	1.03466259729164	1.24292551515871	1.15414924162275	1.10613663944788	0.214619002753515	0.0336280983721422
P14923	PLAK	Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3 - [PLAK_HUMAN]	1.03392233959762	0.987512542764348	0.975293300382265	0.922803301632673	0.934523863941689	0.91677093639992	-0.110958386724327	0.0391788923607569
P16152	CBR1	Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3 - [CBR1_HUMAN]	1.03769823722782	0.999115597480465	0.951255493181948	0.928871726435281	0.888197656552469	0.867898029184322	-0.153971286006086	0.0316265654417553
Q15019	SEPT2	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1 - [SEPT2_HUMAN]	1.02533651107843	1.00522362363935	0.969381091834919	0.962501165545473	0.998420820647647	0.998207891906546	-0.0195858232722251	0.546012998618206
P49189	AL9A1	4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3 - [AL9A1_HUMAN]	1.01870998675194	1.00228954537199	0.964410224476565	0.937000578634934	0.962114295711968	0.916097550180912	-0.0845954696063886	0.0539965792111095
P39023	RL3	60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2 - [RL3_HUMAN]	1.01685426699255	1.01437945039484	0.975417522147857	0.892728513674598	0.844585542070055	0.868478373538134	-0.206543817488904	0.00264682684078592
